x,y,z
0.3733853,0.4527252,5.057047
0.3792651,0.4483311,5.063767
0.3857992,0.4358298,5.086435
0.3739848,0.4263139,5.103165
0.3700151,0.4263336,5.102858
0.3655553,0.4227725,5.110854
0.3625543,0.4174855,5.117678
0.3641951,0.4050325,5.135077
0.3826607,0.4002479,5.145421
0.4106179,0.3959947,5.153365
0.439919,0.3876972,5.15745
0.4429097,0.3872396,5.157273
0.4711462,0.3706446,5.165608
0.4767945,0.3601852,5.174253
0.4679821,0.3552352,5.184316
0.4520814,0.3571079,5.190578
0.4453719,0.356633,5.19587
0.4465647,0.3589557,5.200274
0.4621804,0.3626631,5.199773
0.4801285,0.365208,5.193077
0.4973099,0.3604254,5.182287
0.4950931,0.3503684,5.192595
0.4748664,0.3351081,5.215828
0.4405043,0.3187295,5.235996
0.4162264,0.3073061,5.244676
0.4066072,0.3028167,5.249444
0.4207635,0.3074263,5.248595
0.441003,0.3066511,5.241607
0.456677,0.3060057,5.228379
0.4597476,0.300139,5.223548
0.442796,0.2874344,5.231048
0.4142964,0.2703391,5.240035
0.3838333,0.2553071,5.24554
0.350733,0.2395548,5.245468
0.3195899,0.226953,5.24123
0.2929653,0.2216397,5.23367
0.2730317,0.2227357,5.225971
0.2550575,0.2252446,5.217714
0.2376516,0.2372479,5.205171
0.2184029,0.2518917,5.188639
0.200913,0.2701231,5.168704
0.1890075,0.2823681,5.154062
0.1691391,0.3036444,5.126057
0.1499562,0.3209172,5.099978
0.1298203,0.3354791,5.074415
0.1085334,0.3477488,5.047351
0.08796191,0.3561967,5.022562
